time_ms,power_pct,weight_g,flow_gps,pressure_bar,clicks_total,clicks_per_s
355586,25.0,-0.10,2.886,1.26,0,0.00
355691,25.0,-0.10,2.164,1.26,0,0.00
355886,25.0,-0.10,1.217,0.00,1,5.13
355991,25.0,-0.10,0.913,0.00,3,19.05
356096,25.0,-0.10,0.685,0.00,4,9.52
356201,25.0,0.40,1.704,0.00,6,19.05
356306,25.0,0.60,1.754,0.00,8,19.05
356486,25.0,0.60,1.316,0.00,10,11.11
356591,25.0,0.60,0.987,0.07,12,19.05
356726,25.0,1.30,2.036,0.00,14,14.81
356891,25.0,2.70,3.648,0.00,16,12.12
356996,25.0,3.40,4.403,0.15,18,19.05
357116,25.0,3.90,4.344,0.00,20,16.67
357296,25.0,5.60,6.680,0.00,22,11.11
357401,25.0,6.30,6.676,0.30,24,19.05
357506,25.0,6.70,5.960,0.00,26,19.05
357611,25.0,7.40,6.136,0.21,27,9.52
357716,25.0,8.20,6.507,0.00,29,19.05
357821,25.0,8.70,6.071,0.27,30,9.52
358016,25.0,9.89,6.070,0.30,33,15.38
358121,25.0,10.50,6.005,0.00,35,19.05
358330,25.0,11.60,5.680,1.15,38,14.35
358526,25.0,12.70,5.654,0.00,41,15.31
358630,25.0,13.20,5.442,0.00,42,9.62
358736,25.0,13.80,5.497,0.24,44,18.87
358841,25.0,14.40,5.551,0.00,46,19.05
359036,25.0,15.40,5.445,0.00,48,10.26
359141,25.0,15.90,5.275,0.87,50,19.05
359306,25.0,16.90,5.471,0.00,53,18.18
359411,25.0,18.20,7.199,0.19,54,9.52
359516,25.0,21.70,13.732,0.00,56,19.05
359711,25.0,20.80,5.820,0.00,59,15.38
359816,25.0,21.30,5.555,0.21,60,9.52
360011,25.0,21.70,4.047,0.21,63,15.38
360116,25.0,21.90,3.512,0.00,65,19.05
360221,25.0,22.10,3.110,0.12,66,9.52
360416,25.0,22.50,2.612,0.19,69,15.38
360521,25.0,22.70,2.436,0.00,71,19.05
360626,25.0,22.90,2.303,0.14,72,9.52
360821,25.0,23.30,2.218,0.06,75,15.38
360926,25.0,23.50,2.140,0.00,77,19.05
361121,25.0,24.00,2.335,0.00,80,15.38
361226,25.0,24.70,3.418,0.06,81,9.52
361421,25.0,25.50,3.708,0.00,84,15.38
361526,25.0,26.00,3.972,0.00,86,19.05
361630,25.0,26.20,3.459,0.00,87,9.62
361826,25.0,26.60,2.834,0.07,90,15.31
361930,25.0,26.80,2.606,0.83,92,19.23
362036,25.0,27.30,3.134,0.00,93,9.43
362141,25.0,27.50,2.827,0.49,95,19.05
362246,25.0,27.70,2.596,0.00,97,19.05
362426,25.0,27.90,2.016,0.01,99,11.11
362530,25.0,28.10,1.993,1.06,101,19.23
362651,25.0,28.30,1.908,0.00,103,16.53
362830,25.0,28.70,1.989,0.00,105,11.17
362936,25.0,29.10,2.436,0.32,107,18.87
363041,25.0,29.30,2.303,0.00,109,19.05
363146,25.0,29.60,2.441,1.20,110,9.52
363341,25.0,29.90,2.028,0.82,113,15.38
363446,25.0,30.00,1.759,0.00,115,19.05
363566,25.0,30.10,1.528,0.49,116,8.33
363746,25.0,30.70,2.318,1.39,119,16.67
363851,25.0,30.90,2.214,0.00,121,19.05
363956,25.0,31.10,2.137,1.03,122,9.52
364061,25.0,31.30,2.079,0.00,124,19.05
364166,25.0,31.60,2.274,0.58,125,9.52
364271,25.0,31.90,2.419,0.00,127,19.05
364466,25.0,32.40,2.495,0.00,130,15.38
364571,25.0,32.50,2.109,1.28,132,19.05
364676,25.0,32.70,2.058,0.00,133,9.52
364780,25.0,32.70,1.544,0.00,135,19.23
364976,25.0,33.09,1.655,0.44,138,15.31
365080,25.0,33.20,1.506,0.00,139,9.62
365186,25.0,33.40,1.601,0.00,141,18.87
365351,25.0,33.90,1.958,1.00,143,12.12
365456,25.0,34.00,1.707,0.00,145,19.05
365651,25.0,34.30,1.615,0.00,148,15.38
365756,25.0,34.50,1.687,1.71,149,9.52
365861,25.0,34.59,1.480,0.00,151,19.05
366056,25.0,34.80,1.300,0.00,154,15.38
366161,25.0,35.00,1.451,0.72,155,9.52
366356,25.0,35.20,1.266,1.65,158,15.38
366461,25.0,35.30,1.187,0.00,160,19.05
366566,25.0,35.40,1.129,1.21,161,9.52
366761,25.0,35.59,1.057,0.77,164,15.38
366866,25.0,35.59,0.793,0.00,166,19.05
366971,25.0,35.80,1.095,0.37,168,19.05
367166,25.0,35.90,0.854,1.55,170,10.26
370224,40.0,38.09,0.819,0.00,0,0.00
370616,40.0,38.20,0.685,0.00,0,0.00
370721,40.0,38.20,0.514,0.00,0,0.00
370916,40.0,38.20,0.385,0.00,2,10.26
371021,40.0,38.20,0.289,0.00,5,28.57
371126,40.0,38.20,0.217,0.00,7,19.05
371291,40.0,38.20,0.162,0.00,11,24.24
371426,40.0,38.20,0.122,0.00,14,22.22
371591,40.0,38.50,0.546,0.00,18,24.24
371696,40.0,38.40,0.171,0.00,21,28.57
371801,40.0,38.50,0.367,0.00,23,19.05
371906,40.0,38.59,0.489,0.00,26,28.57
372101,40.0,38.70,0.537,0.00,31,25.64
372296,40.0,38.70,0.302,0.00,35,20.51
372401,40.0,38.70,0.227,0.00,38,28.57
372506,40.0,38.70,0.170,0.00,40,19.05
372701,40.0,38.70,0.096,0.00,45,25.64
372806,40.0,38.90,0.548,0.00,47,19.05
373001,40.0,39.00,0.546,0.00,52,25.64
373106,40.0,39.00,0.410,0.00,55,28.57
373211,40.0,39.00,0.307,0.00,57,19.05
373406,40.0,39.00,0.173,0.00,62,25.64
373511,40.0,39.00,0.130,0.00,64,19.05
373706,40.0,39.00,0.073,0.00,69,25.64
373811,40.0,39.00,0.055,0.00,71,19.05
373916,40.0,39.20,0.517,0.00,74,28.57
374021,40.0,39.09,0.126,0.00,77,28.57
374216,40.0,39.20,0.300,0.00,81,20.51
374426,40.0,39.20,0.169,0.00,86,23.81
374531,40.0,39.20,0.127,0.00,89,28.57
374636,40.0,39.09,0.000,0.00,91,19.05
374816,40.0,39.09,0.000,0.00,96,27.78
374921,40.0,39.09,0.000,0.00,98,19.05
375116,40.0,39.20,0.229,0.00,103,25.64
375221,40.0,39.20,0.172,0.00,105,19.05
375326,40.0,39.20,0.129,0.00,108,28.57
375431,40.0,39.40,0.573,0.00,111,28.57
375536,40.0,39.59,0.882,0.00,113,19.05
375656,40.0,39.70,0.891,0.00,116,25.00
375836,40.0,40.20,1.362,0.00,120,22.22
376046,40.0,40.70,1.808,0.00,125,23.81
376151,40.0,40.90,1.832,0.00,128,28.57
376361,40.0,41.20,1.656,0.00,133,23.81
376556,40.0,42.00,2.687,0.00,137,20.51
376661,40.0,42.30,2.730,0.00,140,28.57
376766,40.0,42.50,2.523,0.00,143,28.57
376961,40.0,43.20,2.997,0.00,147,20.51
377066,40.0,43.50,2.962,0.00,150,28.57
377231,40.0,44.10,3.131,0.00,154,24.24
377366,40.0,44.40,2.903,0.00,157,22.22
377471,40.0,44.60,2.654,0.00,159,19.05
377636,40.0,45.20,2.899,0.00,163,24.24
377741,40.0,45.50,2.889,0.00,166,28.57
377936,40.0,46.10,2.964,0.00,171,25.64
378071,40.0,46.40,2.779,0.00,174,22.22
378236,40.0,47.00,2.993,0.00,178,24.24
378341,40.0,47.20,2.721,0.00,180,19.05
378446,40.0,47.60,2.993,0.00,183,28.57
378641,40.0,48.10,2.815,0.00,187,20.51
378746,40.0,48.50,3.063,0.00,190,28.57
378851,40.0,48.70,2.774,0.00,193,28.57
379046,40.0,49.30,2.870,0.00,197,20.51
379151,40.0,49.60,2.867,0.00,200,28.57
379346,40.0,50.20,2.952,0.00,205,25.64
379451,40.0,50.50,2.928,0.00,207,19.05
379556,40.0,50.80,2.910,0.00,209,19.05
379751,40.0,51.40,3.006,0.00,214,25.64
379871,40.0,51.60,2.671,0.00,217,25.00
380066,40.0,52.20,2.812,0.00,222,25.64
380261,40.0,52.80,2.921,0.00,226,20.51
380366,40.0,53.10,2.905,0.00,229,28.57
380471,40.0,53.40,2.893,0.00,231,19.05
380576,40.0,53.70,2.884,0.00,234,28.57
380756,40.0,54.20,2.858,0.00,238,22.22
380861,40.0,54.70,3.334,0.00,241,28.57
380981,40.0,55.10,3.334,0.00,244,25.00
381161,40.0,55.60,3.195,0.00,248,22.22
381266,40.0,55.90,3.110,0.00,251,28.57
381386,40.0,56.20,2.958,0.00,253,16.67
381566,40.0,56.90,3.400,0.00,258,27.78
381671,40.0,57.10,3.026,0.00,260,19.05
381776,40.0,57.40,2.984,0.00,263,28.57
381881,40.0,57.70,2.952,0.00,265,19.05
381986,40.0,58.00,2.928,0.00,268,28.57
382091,40.0,58.30,2.911,0.00,270,19.05
385225,55.0,63.50,2.665,0.02,0,0.00
385586,55.0,63.60,2.068,0.05,0,0.00
385691,55.0,63.60,1.551,0.04,0,0.00
385796,55.0,63.60,1.163,0.01,0,0.00
385901,55.0,63.70,1.110,0.00,4,38.10
386096,55.0,63.60,0.416,0.00,10,30.77
386216,55.0,63.60,0.312,0.00,14,33.33
386411,55.0,64.40,1.991,0.00,20,30.77
386516,55.0,64.69,2.184,0.00,24,38.10
386696,55.0,64.60,1.041,0.00,30,33.33
386801,55.0,64.69,0.995,0.00,33,28.57
386921,55.0,64.69,0.746,0.00,37,33.33
387101,55.0,65.30,1.407,0.00,43,33.33
387206,55.0,65.60,1.769,0.00,47,38.10
387311,55.0,66.00,2.279,0.00,50,28.57
387416,55.0,66.50,2.900,0.00,54,38.10
387611,55.0,67.30,3.387,0.00,60,30.77
387716,55.0,67.80,3.731,0.00,64,38.10
387836,55.0,68.19,3.611,0.00,68,33.33
388016,55.0,68.90,3.788,0.00,74,33.33
388121,55.0,69.19,3.531,0.00,77,28.57
388226,55.0,69.69,3.839,0.00,80,28.57
388331,55.0,70.10,3.855,0.00,84,38.10
388436,55.0,70.60,4.082,0.00,87,28.57
388541,55.0,71.00,4.014,0.00,91,38.10
388736,55.0,71.80,4.044,0.00,97,30.77
388841,55.0,72.19,3.961,0.00,101,38.10
388946,55.0,72.60,3.947,0.00,104,28.57
389051,55.0,73.10,4.151,0.00,108,38.10
389246,55.0,73.80,4.011,0.00,114,30.77
389351,55.0,74.30,4.198,0.00,118,38.10
389456,55.0,74.69,4.077,0.00,121,28.57
389621,55.0,75.50,4.285,0.00,126,30.30
389726,55.0,75.80,3.928,0.00,130,38.10
389921,55.0,76.69,4.213,0.00,136,30.77
390026,55.0,77.00,3.898,0.00,140,38.10
390131,55.0,77.40,3.876,0.00,143,28.57
390326,55.0,78.19,3.942,0.00,150,35.90
390431,55.0,78.60,3.933,0.00,153,28.57
390626,55.0,79.40,3.998,0.00,159,30.77
390731,55.0,79.80,3.951,0.00,163,38.10
390836,55.0,80.19,3.892,0.00,167,38.10
391031,55.0,81.00,3.996,0.00,173,30.77
391136,55.0,81.50,4.187,0.00,176,28.57
391331,55.0,82.30,4.141,0.00,183,35.90
391436,55.0,82.70,4.058,0.00,186,28.57
391631,55.0,83.50,4.068,0.00,192,30.77
391736,55.0,83.90,4.004,0.00,196,38.10
391841,55.0,84.30,3.955,0.00,200,38.10
392036,55.0,85.10,4.010,0.00,206,30.77
392141,55.0,85.60,4.198,0.00,209,28.57
392246,55.0,85.90,3.863,0.00,213,38.10
392351,55.0,86.30,3.850,0.00,217,38.10
392546,55.0,87.10,3.921,0.00,223,30.77
392741,55.0,87.90,3.991,0.00,229,30.77
392861,55.0,88.40,4.035,0.00,233,33.33
393041,55.0,89.20,4.138,0.00,239,33.33
393146,55.0,89.60,4.056,0.00,242,28.57
393251,55.0,90.00,3.994,0.00,246,38.10
393446,55.0,91.30,5.074,0.00,252,30.77
393551,55.0,91.70,4.758,0.00,256,38.10
393656,55.0,92.10,4.521,0.00,260,38.10
393761,55.0,92.50,4.343,0.00,263,28.57
393866,55.0,93.00,4.448,0.00,267,38.10
394061,55.0,93.80,4.288,0.00,273,30.77
394166,55.0,94.20,4.168,0.00,277,38.10
394271,55.0,94.60,4.078,0.00,280,28.57
394376,55.0,95.00,4.011,0.00,283,28.57
394481,55.0,95.40,3.961,0.00,286,28.57
394676,55.0,96.20,4.043,0.00,293,35.90
394781,55.0,96.60,3.985,0.00,296,28.57
394886,55.0,97.00,3.941,0.00,300,38.10
394991,55.0,97.40,3.908,0.00,304,38.10
395186,55.0,98.20,3.957,0.00,310,30.77
395291,55.0,98.50,3.682,0.00,313,28.57
395396,55.0,98.90,3.714,0.00,317,38.10
395561,55.0,99.80,4.149,0.00,322,30.30
395696,55.0,100.10,3.667,0.00,327,37.04
395861,55.0,101.00,4.114,0.00,332,30.30
395966,55.0,101.40,4.038,0.00,336,38.10
396071,55.0,101.80,3.981,0.00,339,28.57
396266,55.0,102.70,4.233,0.00,346,35.90
396371,55.0,103.10,4.127,0.00,349,28.57
396581,55.0,103.90,3.988,0.00,356,33.33
396776,55.0,104.70,4.029,0.00,362,30.77
396971,55.0,105.60,4.260,0.00,369,35.90
397076,55.0,106.10,4.386,0.00,372,28.57
400226,70.0,112.80,3.815,0.05,0,0.00
400616,70.0,112.80,2.861,0.16,0,0.00
400721,70.0,112.80,2.146,0.06,0,0.00
400826,70.0,112.70,1.371,0.16,2,19.05
400931,70.0,112.70,1.029,0.00,6,38.10
401036,70.0,112.80,1.010,0.00,11,47.62
401231,70.0,113.20,1.520,0.00,18,35.90
401336,70.0,113.90,2.807,0.00,23,47.62
401501,70.0,113.80,1.954,0.00,30,42.42
401636,70.0,113.80,1.465,0.00,36,44.44
401741,70.0,113.80,1.099,0.00,40,38.10
401906,70.0,114.00,1.127,0.00,47,42.42
402011,70.0,114.40,1.798,0.00,51,38.10
402206,70.0,115.50,3.452,0.00,60,46.15
402311,70.0,116.00,3.779,0.00,64,38.10
402416,70.0,116.50,4.025,0.00,68,38.10
402611,70.0,117.50,4.466,0.00,77,46.15
402716,70.0,118.00,4.540,0.00,81,38.10
402911,70.0,118.90,4.548,0.03,89,41.03
403016,70.0,119.40,4.601,0.00,93,38.10
403121,70.0,119.80,4.403,0.00,98,47.62
403316,70.0,120.80,4.679,0.00,106,41.03
403421,70.0,121.20,4.462,0.00,111,47.62
403616,70.0,122.10,4.504,0.00,119,41.03
403721,70.0,122.60,4.568,0.00,123,38.10
403826,70.0,123.10,4.617,0.00,128,47.62
404021,70.0,124.00,4.591,0.00,136,41.03
404126,70.0,124.50,4.634,0.00,140,38.10
404231,70.0,125.00,4.666,0.00,144,38.10
404426,70.0,125.90,4.648,0.00,153,46.15
404531,70.0,126.30,4.439,0.00,157,38.10
404636,70.0,126.80,4.519,0.00,162,47.62
404741,70.0,127.30,4.580,0.00,166,38.10
404846,70.0,127.80,4.626,0.00,170,38.10
405026,70.0,128.80,4.858,0.00,178,44.44
405131,70.0,129.20,4.596,0.00,182,38.10
405266,70.0,129.70,4.373,0.00,188,44.44
405431,70.0,130.70,4.795,0.02,195,42.42
405536,70.0,131.20,4.787,0.00,200,47.62
405641,70.0,131.70,4.780,0.00,204,38.10
405746,70.0,132.20,4.776,0.00,208,38.10
405941,70.0,133.70,5.960,0.02,217,46.15
406046,70.0,134.20,5.661,0.00,221,38.10
406151,70.0,134.60,5.198,0.00,226,47.62
406256,70.0,135.10,5.089,0.00,230,38.10
406451,70.0,136.10,5.065,0.00,238,41.03
406556,70.0,136.60,4.989,0.00,242,38.10
406661,70.0,137.10,4.932,0.00,247,47.62
406766,70.0,137.60,4.890,0.00,251,38.10
406871,70.0,138.10,4.858,0.13,256,47.62
407066,70.0,139.10,4.965,0.00,263,35.90
407171,70.0,139.50,4.676,0.00,268,47.62
407276,70.0,140.00,4.697,0.00,273,47.62
407381,70.0,140.50,4.713,0.05,277,38.10
407576,70.0,141.39,4.676,0.00,285,41.03
407681,70.0,142.00,4.959,0.00,289,38.10
407846,70.0,143.00,5.235,0.00,296,42.42
407951,70.0,143.39,4.855,0.12,301,47.62
408056,70.0,144.00,5.093,0.00,305,38.10
408251,70.0,144.89,4.868,0.00,313,41.03
408356,70.0,145.39,4.841,0.00,318,47.62
408551,70.0,146.39,4.955,0.00,326,41.03
408656,70.0,146.80,4.693,0.00,331,47.62
408761,70.0,147.30,4.710,0.00,335,38.10
408956,70.0,148.30,4.882,0.00,343,41.03
409061,70.0,148.89,5.066,0.00,347,38.10
409256,70.0,149.80,4.894,0.00,356,46.15
409361,70.0,150.30,4.861,0.10,360,38.10
409466,70.0,150.80,4.836,0.24,364,38.10
409661,70.0,151.80,4.953,0.00,373,46.15
409766,70.0,152.20,4.667,0.00,377,38.10
409961,70.0,153.10,4.619,0.09,385,41.03
410066,70.0,153.60,4.655,0.00,389,38.10
410171,70.0,154.00,4.443,0.00,394,47.62
410366,70.0,155.00,4.732,0.00,402,41.03
410471,70.0,155.50,4.739,0.06,407,47.62
410576,70.0,156.00,4.745,0.00,411,38.10
410681,70.0,156.50,4.749,0.00,415,38.10
410786,70.0,157.00,4.752,0.02,420,47.62
410966,70.0,158.00,5.104,0.02,427,38.89
411071,70.0,158.50,5.018,0.00,432,47.62
411191,70.0,159.00,4.805,0.00,437,41.67
411371,70.0,160.00,4.993,0.22,445,44.44
411476,70.0,160.39,4.673,0.00,449,38.10
411581,70.0,160.89,4.695,0.00,453,38.10
411776,70.0,161.80,4.659,0.00,462,46.15
411881,70.0,162.30,4.685,0.14,466,38.10
411986,70.0,163.20,5.656,0.00,471,47.62
412091,70.0,163.70,5.433,0.00,475,38.10
412211,70.0,164.20,5.116,0.00,480,41.67
415227,85.0,170.70,4.376,0.00,0,0.00
415601,85.0,170.70,3.282,0.00,0,0.00
415706,85.0,171.00,3.176,0.00,0,0.00
415811,85.0,171.00,2.382,0.00,0,0.00
416006,85.0,171.00,1.340,0.00,8,41.03
416111,85.0,170.90,0.767,0.00,13,47.62
416306,85.0,171.00,0.669,0.00,23,51.28
416411,85.0,171.70,2.169,0.02,28,47.62
416516,85.0,172.10,2.579,0.00,34,57.14
416621,85.0,172.00,1.696,0.00,40,57.14
416741,85.0,172.00,1.272,0.00,45,41.67
416906,85.0,172.00,0.954,0.00,54,54.55
417026,85.0,172.00,0.716,0.00,60,50.00
417130,85.0,172.20,1.017,0.00,65,48.08
417311,85.0,173.20,2.144,0.00,74,49.72
417416,85.0,173.70,2.799,0.00,79,47.62
417521,85.0,174.30,3.528,0.00,85,57.14
417716,85.0,175.20,3.978,0.18,95,51.28
417821,85.0,175.70,4.174,0.00,101,57.14
417926,85.0,176.30,4.559,0.00,106,47.62
418046,85.0,176.90,4.669,0.00,112,50.00
418226,85.0,178.40,6.099,0.00,121,50.00
418331,85.0,179.00,6.003,0.00,126,47.62
418436,85.0,179.60,5.931,0.00,132,57.14
418541,85.0,180.10,5.638,0.00,137,47.62
418646,85.0,180.60,5.419,0.00,142,47.62
418826,85.0,181.70,5.592,0.08,152,55.56
418946,85.0,182.20,5.236,0.00,158,50.00
419051,85.0,182.70,5.117,0.00,163,47.62
419156,85.0,183.30,5.267,0.00,169,57.14
419261,85.0,183.80,5.140,0.00,174,47.62
419456,85.0,184.90,5.266,0.00,184,51.28
419561,85.0,185.50,5.378,0.00,189,47.62
419666,85.0,186.00,5.224,0.00,194,47.62
419830,85.0,187.10,5.595,0.00,203,54.88
419966,85.0,187.60,5.115,0.00,210,51.47
420130,85.0,188.70,5.513,0.00,218,48.78
420236,85.0,189.10,5.078,0.24,223,47.17
420341,85.0,189.70,5.237,0.00,229,57.14
420536,85.0,190.80,5.386,0.00,238,46.15
420641,85.0,191.30,5.230,0.00,244,57.14
420836,85.0,192.50,5.621,0.03,254,51.28
420941,85.0,193.00,5.406,0.00,260,57.14
421046,85.0,193.50,5.245,0.00,265,47.62
421256,85.0,194.60,5.242,0.06,276,52.38
421436,85.0,195.50,5.171,0.00,284,44.44
421541,85.0,196.00,5.069,0.06,290,57.14
421646,85.0,196.60,5.230,0.00,295,47.62
421751,85.0,197.10,5.113,0.00,300,47.62
421946,85.0,198.20,5.317,0.00,311,56.41
422051,85.0,198.70,5.178,0.00,316,47.62
422246,85.0,199.80,5.353,0.00,326,51.28
422351,85.0,200.30,5.205,0.00,331,47.62
422456,85.0,200.90,5.332,0.00,337,57.14
422561,85.0,201.40,5.190,0.00,342,47.62
422756,85.0,202.50,5.390,0.00,352,51.28
422966,85.0,203.60,5.323,0.00,363,52.38
423071,85.0,204.10,5.183,0.00,368,47.62
423176,85.0,204.70,5.316,0.00,374,57.14
423356,85.0,205.70,5.376,0.00,383,50.00
423461,85.0,206.30,5.460,0.00,388,47.62
423656,85.0,207.40,5.542,0.00,398,51.28
423761,85.0,207.90,5.347,0.00,403,47.62
423866,85.0,208.40,5.201,0.00,408,47.62
423971,85.0,208.90,5.091,0.00,414,57.14
424076,85.0,209.50,5.247,0.00,419,47.62
424271,85.0,211.10,6.612,0.00,430,56.41
424376,85.0,211.60,6.149,0.00,435,47.62
424480,85.0,212.20,6.054,0.00,440,48.08
424586,85.0,212.70,5.720,0.00,445,47.17
424780,85.0,213.80,5.669,0.00,455,51.55
424886,85.0,214.40,5.667,0.00,460,47.17
424991,85.0,215.00,5.679,0.00,466,57.14
425096,85.0,215.50,5.450,0.00,471,47.62
425201,85.0,216.10,5.516,0.00,476,47.62
425396,85.0,217.20,5.573,0.00,487,56.41
425501,85.0,217.70,5.370,0.00,492,47.62
425606,85.0,218.20,5.218,0.00,498,57.14
425771,85.0,219.30,5.580,0.00,506,48.48
425906,85.0,219.80,5.111,0.00,513,51.85
426011,85.0,220.30,5.024,0.00,518,47.62
426176,85.0,221.40,5.435,0.00,527,54.55
426280,85.0,222.00,5.518,0.00,532,48.08
426476,85.0,223.00,5.325,0.00,542,51.02
426580,85.0,223.60,5.436,0.06,547,48.08
426686,85.0,224.10,5.256,0.00,552,47.17
426880,85.0,225.20,5.408,0.00,562,51.55
426986,85.0,225.80,5.471,0.00,567,47.17
427180,85.0,226.80,5.321,0.05,578,56.70
430228,100.0,234.60,4.631,0.10,0,0.00
430616,100.0,234.60,3.473,0.01,0,0.00
430811,100.0,234.60,1.954,0.16,0,0.00
430931,100.0,234.60,1.465,0.01,6,50.00
431036,100.0,234.60,1.099,0.00,12,57.14
431141,100.0,234.60,0.824,0.00,19,66.67
431336,100.0,235.50,2.517,0.00,30,56.41
431441,100.0,235.70,2.364,0.00,37,66.67
431546,100.0,235.60,1.535,0.09,43,57.14
431651,100.0,235.70,1.389,0.00,49,57.14
431846,100.0,235.70,1.042,0.00,61,61.54
431951,100.0,235.80,1.020,0.00,67,57.14
432116,100.0,236.80,2.280,0.02,77,60.61
432221,100.0,237.40,3.138,0.00,83,57.14
432326,100.0,238.10,4.021,0.00,90,66.67
432521,100.0,239.30,4.940,0.00,101,56.41
432626,100.0,240.00,5.372,0.00,108,66.67
432836,100.0,241.20,5.522,0.00,120,57.14
433031,100.0,242.40,5.784,0.00,132,61.54
433226,100.0,243.60,5.932,0.00,144,61.54
433331,100.0,244.20,5.878,0.00,150,57.14
433526,100.0,245.40,5.985,0.00,162,61.54
433631,100.0,246.00,5.917,0.00,168,57.14
433736,100.0,246.70,6.105,0.00,174,57.14
433946,100.0,248.10,6.351,0.00,187,61.90
434126,100.0,249.40,6.767,0.00,198,61.11
434231,100.0,250.00,6.504,0.00,204,57.14
434336,100.0,250.70,6.544,0.00,210,57.14
434441,100.0,251.30,6.337,0.00,217,66.67
434651,100.0,252.60,6.273,0.06,229,57.14
434846,100.0,253.70,5.999,0.00,241,61.54
434951,100.0,254.30,5.928,0.00,247,57.14
435056,100.0,254.90,5.874,0.00,253,57.14
435251,100.0,256.20,6.221,0.04,265,61.54
435461,100.0,257.40,5.999,0.00,278,61.90
435641,100.0,258.70,6.305,0.00,289,61.11
435746,100.0,259.29,6.134,0.00,295,57.14
435851,100.0,259.90,6.052,0.01,301,57.14
436046,100.0,261.10,6.083,0.00,313,61.54
436151,100.0,261.70,5.991,0.00,319,57.14
436256,100.0,262.40,6.160,0.00,325,57.14
436361,100.0,263.00,6.048,0.00,332,66.67
436466,100.0,263.70,6.203,0.00,338,57.14
436661,100.0,265.20,6.736,0.00,350,61.54
436766,100.0,265.70,6.243,0.00,356,57.14
436871,100.0,266.40,6.349,0.00,362,57.14
436991,100.0,267.10,6.220,0.00,370,66.67
437171,100.0,268.29,6.388,0.01,380,55.56
437276,100.0,269.00,6.481,0.00,387,66.67
437381,100.0,269.60,6.289,0.00,393,57.14
437486,100.0,270.29,6.360,0.00,399,57.14
437591,100.0,270.90,6.222,0.00,406,66.67
437786,100.0,272.10,6.205,0.06,417,56.41
437891,100.0,272.60,5.844,0.00,424,66.67
437996,100.0,273.10,5.574,0.00,430,57.14
438161,100.0,274.40,6.150,0.00,440,60.61
438296,100.0,275.10,5.909,0.00,448,59.26
438461,100.0,276.40,6.401,0.00,458,60.61
438566,100.0,276.90,5.991,0.00,464,57.14
438761,100.0,277.90,5.635,0.00,476,61.54
438866,100.0,278.40,5.417,0.00,482,57.14
438971,100.0,278.90,5.253,0.05,488,57.14
439166,100.0,280.10,5.633,0.00,500,61.54
439271,100.0,280.70,5.654,0.00,506,57.14
439466,100.0,281.90,5.862,0.00,518,61.54
439571,100.0,282.50,5.825,0.00,524,57.14
439676,100.0,283.00,5.559,0.05,531,66.67
439871,100.0,284.29,5.990,0.00,542,56.41
439976,100.0,284.90,5.945,0.00,549,66.67
440171,100.0,286.10,6.023,0.00,560,56.41
440276,100.0,286.70,5.946,0.01,567,66.67
440381,100.0,287.29,5.864,0.00,573,57.14
440576,100.0,288.50,5.998,0.00,585,61.54
440681,100.0,289.10,5.927,0.00,591,57.14
440786,100.0,289.70,5.874,0.00,597,57.14
440891,100.0,290.29,5.810,0.02,604,66.67
441086,100.0,291.60,6.176,0.00,615,56.41
441296,100.0,292.70,5.766,0.00,628,61.90
441401,100.0,293.29,5.729,0.00,634,57.14
441581,100.0,294.50,5.977,0.05,645,61.11
441686,100.0,295.10,5.912,0.00,651,57.14
441791,100.0,295.70,5.862,0.00,658,66.67
441986,100.0,296.90,5.979,0.00,669,56.41
442091,100.0,297.60,6.151,0.00,676,66.67
442196,100.0,298.20,6.042,0.08,682,57.14
